Date,Store,DayOfWeek,Sales,Promo,StateHoliday,SchoolHoliday
2019-11-28,3,2,4466,0,b,1
2019-11-29,15,3,13449,0,a,0
2019-11-30,15,3,3747,0,0,1
2019-12-01,14,6,13454,0,c,0
2019-12-02,14,6,13587,1,c,1
2019-12-03,2,5,17383,0,0,0
2019-12-04,13,4,3203,0,a,1
2019-12-05,14,1,14635,1,c,1
2019-12-06,19,6,2144,1,c,1
2019-12-07,7,2,13213,1,b,0
2019-12-08,3,2,17944,1,a,0
2019-12-09,15,2,2187,1,0,0
2019-12-10,14,7,4133,1,b,1
2019-12-11,11,6,4411,1,b,0
2019-12-12,15,6,2689,0,b,0
2019-12-13,13,2,5407,0,a,0
2019-12-14,18,6,3423,0,a,0
2019-12-15,6,7,18753,1,a,1
2019-12-16,3,1,7728,0,0,1
2019-12-17,19,1,1976,1,a,1
2019-12-18,15,5,13801,0,b,1
2019-12-19,5,4,11548,1,c,1
2019-12-20,10,1,1118,0,0,1
2019-12-21,7,5,2542,0,0,0
2019-12-22,17,3,1972,0,0,1
2019-12-23,7,4,1915,0,b,0
2019-12-24,12,1,7621,0,a,1
2019-12-25,17,7,17970,0,b,0
2019-12-26,13,3,15530,0,c,1
2019-12-27,4,5,8354,1,a,1
2019-12-28,10,1,14761,1,c,1
2019-12-29,3,1,5591,0,0,1
2019-12-30,9,6,19946,0,0,0
2019-12-31,13,3,9464,0,b,0
2020-01-01,18,1,13550,0,a,1
2020-01-02,15,2,15351,1,0,1
2020-01-03,4,7,5290,1,b,0
2020-01-04,15,6,7446,0,c,1
2020-01-05,2,6,14432,0,b,1
2020-01-06,15,1,2522,0,a,0
2020-01-07,8,7,1561,0,a,0
2020-01-08,8,6,4540,1,a,0
2020-01-09,17,4,13328,1,0,0
2020-01-10,12,3,2479,1,b,1
2020-01-11,19,4,7677,1,c,1
2020-01-12,10,5,18589,0,a,1
2020-01-13,9,4,9848,1,b,1
2020-01-14,5,7,17973,0,0,0
2020-01-15,6,2,13766,1,c,1
2020-01-16,2,6,14520,1,c,1
2020-01-17,13,7,12943,0,c,0
2020-01-18,6,6,11292,1,0,1
2020-01-19,5,2,11076,0,a,0
2020-01-20,1,6,17017,0,0,0
2020-01-21,6,4,9655,0,c,0
2020-01-22,6,5,9945,0,b,0
2020-01-23,16,1,9774,0,c,0
2020-01-24,4,2,3205,1,b,1
2020-01-25,11,4,13342,1,0,1
2020-01-26,9,7,5027,0,0,1
2020-01-27,3,4,17327,0,0,0
2020-01-28,19,4,8188,0,b,0
2020-01-29,8,1,3808,0,0,1
2020-01-30,5,3,14851,1,a,0
2020-01-31,4,6,16354,0,c,0
2020-02-01,6,6,16058,1,a,0
2020-02-02,2,7,15620,1,b,1
2020-02-03,11,5,4913,0,0,0
2020-02-04,4,7,18803,1,c,0
2020-02-05,15,3,3167,0,0,0
2020-02-06,6,6,3144,0,0,1
2020-02-07,17,5,3167,1,c,0
2020-02-08,6,7,10752,0,c,1
2020-02-09,19,5,10368,0,a,0
2020-02-10,2,4,18550,1,a,0
2020-02-11,15,2,4575,1,a,1
2020-02-12,11,4,19254,1,a,1
2020-02-13,8,1,17543,0,a,1
2020-02-14,19,6,8243,1,b,0
2020-02-15,13,5,13926,1,b,1
2020-02-16,12,7,2055,1,0,1
2020-02-17,5,2,17717,1,0,1
2020-02-18,6,7,10083,0,a,0
2020-02-19,4,6,2362,1,0,1
2020-02-20,19,5,1925,1,b,0
2020-02-21,1,5,19827,0,b,0
2020-02-22,17,4,17321,1,0,0
2020-02-23,12,2,11769,1,a,1
2020-02-24,15,2,4980,0,b,1
2020-02-25,1,6,8260,0,c,1
2020-02-26,14,5,17151,0,c,1
2020-02-27,6,2,11597,0,0,0
2020-02-28,5,2,2419,0,a,1
2020-02-29,11,7,12067,1,0,1
2020-03-01,4,6,1059,1,a,0
2020-03-02,13,4,3524,1,a,1
2020-03-03,11,7,2578,1,c,0
2020-03-04,3,7,13598,0,b,0
2020-03-05,1,3,15527,0,b,1
2020-03-06,6,1,17047,0,0,0
2020-03-07,18,3,1707,1,0,0
2020-03-08,10,2,6277,0,a,0
2020-03-09,5,5,2780,0,b,1
2020-03-10,10,1,14811,1,a,1
2020-03-11,12,1,19797,0,c,1
2020-03-12,2,5,14145,0,c,0
2020-03-13,13,1,15662,1,a,1
2020-03-14,8,5,19545,1,a,1
2020-03-15,2,1,12731,0,a,0
2020-03-16,1,7,9800,1,a,1
2020-03-17,5,6,17692,0,a,1
2020-03-18,9,6,6439,1,c,0
2020-03-19,17,3,5307,1,c,1
2020-03-20,9,7,3364,1,c,0
2020-03-21,11,1,17568,1,0,1
2020-03-22,15,4,6324,0,c,1
2020-03-23,6,5,6483,0,b,1
2020-03-24,3,7,1245,0,b,0
2020-03-25,17,1,9430,1,a,1
2020-03-26,5,6,9183,0,c,1
2020-03-27,12,6,6924,1,a,0
2020-03-28,18,5,17903,0,a,1
2020-03-29,14,4,14901,1,b,0
2020-03-30,11,1,4907,1,b,1
2020-03-31,9,1,1276,1,a,1
2020-04-01,2,4,6101,0,b,1
2020-04-02,12,4,15537,0,a,1
2020-04-03,3,4,13501,0,a,1
2020-04-04,3,6,5603,0,a,1
2020-04-05,1,5,17335,1,0,0
2020-04-06,8,7,14386,1,b,1
2020-04-07,8,4,5053,1,b,0
2020-04-08,11,5,7073,1,c,1
2020-04-09,9,3,17525,0,b,0
2020-04-10,5,1,11561,0,c,0
2020-04-11,14,1,19101,1,a,0
2020-04-12,3,2,13748,0,0,1
2020-04-13,5,3,8313,1,a,1
2020-04-14,5,7,6714,1,a,0
2020-04-15,19,4,17783,1,a,0
2020-04-16,14,4,10526,0,c,0
2020-04-17,4,7,14582,1,0,0
2020-04-18,13,6,11815,0,a,0
2020-04-19,10,3,14760,1,c,0
2020-04-20,18,4,7255,0,a,1
2020-04-21,8,2,17622,0,0,1
2020-04-22,8,5,4215,1,a,0
2020-04-23,7,1,8541,1,a,1
2020-04-24,8,3,4647,0,b,0
2020-04-25,14,1,10808,0,c,0
2020-04-26,19,5,19813,0,0,1
2020-04-27,6,3,4652,1,c,0
2020-04-28,1,5,15028,1,b,1
2020-04-29,15,4,14803,0,a,0
2020-04-30,1,7,7307,0,0,0
2020-05-01,17,4,2535,0,0,1
2020-05-02,1,7,15932,1,c,1
2020-05-03,15,4,16749,1,a,1
2020-05-04,2,5,9727,0,b,0
2020-05-05,14,5,18332,0,a,1
2020-05-06,8,5,11834,1,c,0
2020-05-07,8,1,10213,1,0,0
2020-05-08,19,5,16437,0,0,1
2020-05-09,7,4,2403,0,a,0
2020-05-10,19,2,8506,0,a,1
2020-05-11,6,5,8591,1,a,1
2020-05-12,6,2,13996,0,a,0
2020-05-13,3,7,6060,0,b,0
2020-05-14,7,4,16062,0,b,1
2020-05-15,19,5,2602,1,b,1
2020-05-16,8,1,14472,1,b,0
2020-05-17,10,1,3196,1,c,1
2020-05-18,15,7,12091,0,0,0
2020-05-19,15,2,16040,1,0,0
2020-05-20,1,6,17494,1,c,1
2020-05-21,7,1,17016,1,c,0
2020-05-22,4,1,7023,1,b,1
2020-05-23,6,1,4867,1,a,1
2020-05-24,1,4,10569,0,0,0
2020-05-25,5,1,8641,0,c,0
2020-05-26,1,3,6004,0,a,0
2020-05-27,4,5,10963,0,b,1
2020-05-28,2,7,14796,0,c,1
2020-05-29,10,1,9204,1,0,1
2020-05-30,5,6,8077,1,0,1
2020-05-31,10,6,13526,0,0,1
2020-06-01,1,1,4261,1,c,1
2020-06-02,6,1,18046,0,0,0
2020-06-03,13,3,14397,0,b,0
2020-06-04,15,1,4390,1,0,0
2020-06-05,4,1,16299,0,b,1
2020-06-06,13,5,2902,1,0,0
2020-06-07,15,6,17712,0,b,1
2020-06-08,8,3,10631,1,c,0
2020-06-09,5,6,16562,1,b,0
2020-06-10,15,3,14540,1,c,0
2020-06-11,4,6,4846,1,a,0
2020-06-12,12,1,13359,1,b,1
2020-06-13,13,6,17608,1,c,1
2020-06-14,2,6,3520,0,a,0
2020-06-15,19,3,9064,0,0,0
2020-06-16,19,7,19791,1,a,1
2020-06-17,4,2,7683,1,b,1
2020-06-18,4,3,18194,0,a,0
2020-06-19,11,3,4117,0,0,0
2020-06-20,5,3,16604,0,a,0
2020-06-21,11,4,13578,0,b,0
2020-06-22,10,7,3251,0,b,0
2020-06-23,8,4,14513,1,c,0
2020-06-24,6,4,5661,0,0,1
2020-06-25,6,3,15103,0,0,1
2020-06-26,8,2,7421,0,a,1
2020-06-27,15,3,5925,1,0,1
2020-06-28,14,1,13202,0,b,0
2020-06-29,11,2,3646,0,a,1
2020-06-30,12,4,19130,1,c,1
2020-07-01,13,6,5309,1,a,1
2020-07-02,8,6,17832,0,a,0
2020-07-03,18,7,18952,1,c,0
2020-07-04,1,5,13667,0,a,0
2020-07-05,15,7,8310,0,0,1
2020-07-06,8,2,15967,1,a,1
2020-07-07,11,4,10239,0,a,0
2020-07-08,12,2,8088,1,a,0
2020-07-09,12,2,13822,1,b,1
2020-07-10,4,6,18448,1,b,0
2020-07-11,16,3,4821,1,0,0
2020-07-12,4,1,2436,0,c,1
2020-07-13,5,5,13897,0,b,1
2020-07-14,5,4,19867,0,b,1
2020-07-15,8,2,8719,1,0,0
2020-07-16,10,5,3794,0,0,1
2020-07-17,17,2,12528,1,c,1
2020-07-18,9,6,11082,0,a,0
2020-07-19,19,1,14018,1,a,0
2020-07-20,14,6,18481,0,c,0
2020-07-21,8,5,19022,0,c,1
2020-07-22,9,4,16584,1,c,1
2020-07-23,11,2,10850,0,0,0
2020-07-24,1,1,9455,1,a,1
2020-07-25,14,6,12184,1,c,1
2020-07-26,5,5,14207,0,c,1
2020-07-27,14,6,1160,0,a,1
2020-07-28,4,2,9418,0,a,0
2020-07-29,1,2,8081,1,0,1
2020-07-30,19,4,5412,1,b,1
2020-07-31,8,1,11114,1,b,1
2020-08-01,15,3,19722,1,0,0
2020-08-02,15,6,18985,1,0,1
2020-08-03,9,2,6888,1,a,1
2020-08-04,9,5,4718,1,0,1
2020-08-05,10,6,11614,1,0,0
2020-08-06,9,4,19309,1,c,1
2020-08-07,3,4,9443,0,0,0
2020-08-08,11,2,16203,1,0,1
2020-08-09,6,2,17369,1,c,0
2020-08-10,2,2,8274,0,a,0
2020-08-11,7,7,16759,0,a,1
2020-08-12,18,3,18986,1,0,1
2020-08-13,2,2,17897,0,0,0
2020-08-14,17,6,16104,0,b,0
2020-08-15,11,6,9633,1,c,1
2020-08-16,12,7,9192,1,b,1
2020-08-17,19,7,7501,0,0,1
2020-08-18,7,1,18286,1,b,1
2020-08-19,6,5,6719,0,b,1
2020-08-20,1,2,10412,1,a,1
2020-08-21,17,6,16963,1,c,1
2020-08-22,11,7,19705,0,a,0
2020-08-23,18,6,1855,0,a,0
2020-08-24,17,6,2017,0,b,1
2020-08-25,7,7,6279,0,c,1
2020-08-26,17,3,11412,0,0,1
2020-08-27,9,7,8712,1,c,0
2020-08-28,17,7,16817,1,a,0
2020-08-29,8,5,7624,0,b,1
2020-08-30,17,7,17579,0,0,1
2020-08-31,7,4,16131,0,a,0
2020-09-01,1,7,5694,1,b,0
2020-09-02,13,6,15047,1,a,0
2020-09-03,19,2,5651,0,b,1
2020-09-04,19,6,13726,1,c,1
2020-09-05,17,5,12299,1,a,0
2020-09-06,13,4,18441,0,c,1
2020-09-07,16,7,6207,0,c,1
2020-09-08,8,3,11897,1,b,1
2020-09-09,19,1,3792,1,0,0
2020-09-10,18,7,1420,1,c,0
2020-09-11,1,2,3840,1,a,0
2020-09-12,14,1,14437,1,a,1
2020-09-13,19,3,18415,0,b,1
2020-09-14,15,5,8639,1,c,0
2020-09-15,18,5,18875,0,0,1
2020-09-16,2,3,5975,0,0,0
2020-09-17,17,6,17893,1,a,1
2020-09-18,18,3,19243,0,b,1
2020-09-19,6,7,16535,1,c,1
2020-09-20,19,2,6061,0,a,1
2020-09-21,4,4,2858,1,b,1
2020-09-22,1,7,14678,0,0,0
2020-09-23,8,7,3065,1,a,0
2020-09-24,7,7,15391,1,b,1
2020-09-25,3,1,14346,0,0,0
2020-09-26,10,1,16237,0,b,1
2020-09-27,10,5,7773,0,a,1
2020-09-28,19,7,10788,1,c,1
2020-09-29,14,6,15094,0,b,0
2020-09-30,2,5,5442,0,c,1
2020-10-01,1,2,10247,1,a,1
2020-10-02,18,3,14195,1,0,0
2020-10-03,7,1,10215,0,b,1
2020-10-04,8,7,4204,0,0,0
2020-10-05,1,2,17959,1,c,0
2020-10-06,3,5,17582,1,c,0
2020-10-07,8,5,2365,1,0,0
2020-10-08,15,1,19382,0,a,0
2020-10-09,5,5,18400,0,c,0
2020-10-10,3,6,1025,1,a,0
2020-10-11,19,5,4724,1,0,1
2020-10-12,1,4,4458,1,a,1
2020-10-13,15,3,11559,0,c,1
2020-10-14,8,5,5746,0,0,1
2020-10-15,2,4,14217,0,a,1
2020-10-16,3,2,10067,0,a,1
2020-10-17,14,5,10133,1,b,1
2020-10-18,14,6,4041,1,c,1
2020-10-19,11,2,8765,0,b,0
2020-10-20,16,7,6404,1,a,1
2020-10-21,4,5,1571,1,c,1
2020-10-22,5,1,9796,0,0,0
2020-10-23,14,4,13612,1,0,0
2020-10-24,16,4,16305,0,0,0
2020-10-25,18,1,9573,0,a,1
2020-10-26,7,3,2236,0,a,0
2020-10-27,10,7,3380,1,0,0
2020-10-28,7,6,8177,0,b,0
2020-10-29,1,4,15538,1,b,0
2020-10-30,19,2,12971,1,c,1
2020-10-31,16,6,11297,0,c,0
2020-11-01,19,4,2517,0,0,1
2020-11-02,4,7,18917,0,a,0
2020-11-03,18,3,6887,0,a,0
2020-11-04,2,7,12486,0,c,0
2020-11-05,1,2,5642,1,0,1
2020-11-06,15,7,19534,1,c,0
2020-11-07,5,6,12423,1,b,1
2020-11-08,11,2,12399,0,0,0
2020-11-09,10,1,7061,0,0,1
2020-11-10,2,5,13685,1,0,1
2020-11-11,3,1,5487,0,b,0
2020-11-12,12,6,13018,1,0,0
2020-11-13,5,5,8750,1,c,0
2020-11-14,5,1,18461,1,b,1
2020-11-15,6,5,18684,0,a,0
2020-11-16,9,4,11350,0,c,1
2020-11-17,2,7,15410,1,c,1
2020-11-18,12,2,16105,0,c,1
2020-11-19,3,5,19913,0,b,1
2020-11-20,12,4,4260,0,c,1
2020-11-21,17,7,17747,1,b,1
2020-11-22,10,7,15574,1,0,1
2020-11-23,14,3,14712,1,a,0
2020-11-24,17,1,18229,1,0,0
2020-11-25,18,3,18711,1,c,1
2020-11-26,19,6,4255,0,b,0
2020-11-27,17,4,4237,1,b,0
2020-11-28,14,3,13433,0,0,1
2020-11-29,9,3,10497,1,c,0
2020-11-30,8,7,17350,0,a,1
2020-12-01,2,4,16941,0,b,1
2020-12-02,13,7,11224,1,b,0
2020-12-03,7,2,9956,0,c,1
2020-12-04,9,5,6465,0,b,1
2020-12-05,11,6,17882,0,c,0
2020-12-06,14,6,3944,0,c,0
2020-12-07,4,1,6856,0,a,1
2020-12-08,13,7,12996,0,c,0
2020-12-09,2,5,13652,1,0,1
2020-12-10,5,1,7077,0,a,0
2020-12-11,11,6,1135,1,c,0
2020-12-12,6,5,16773,0,c,0
2020-12-13,18,3,10292,0,a,1
2020-12-14,10,2,5033,0,b,0
2020-12-15,4,3,15178,0,a,1
2020-12-16,9,2,7546,0,b,1
2020-12-17,6,7,9396,0,a,1
2020-12-18,2,4,11563,0,a,0
2020-12-19,17,1,13882,0,0,0
2020-12-20,5,1,17945,1,a,1
2020-12-21,6,4,4314,1,0,1
2020-12-22,12,5,19595,1,c,0
2020-12-23,10,4,19755,1,b,0
2020-12-24,6,7,13927,0,b,0
2020-12-25,8,6,3681,0,0,0
2020-12-26,2,4,3806,0,b,1
2020-12-27,12,2,12961,1,b,1
2020-12-28,13,6,19639,1,a,0
2020-12-29,7,4,13602,1,0,1
2020-12-30,10,1,10092,0,b,0
2020-12-31,13,3,7382,0,c,0
2021-01-01,17,2,10942,1,0,0
2021-01-02,14,7,4159,0,a,0
2021-01-03,2,2,6656,0,c,1
2021-01-04,11,5,2452,0,b,1
2021-01-05,1,3,10435,1,b,1
2021-01-06,19,2,19706,0,0,0
2021-01-07,4,4,10862,1,b,1
2021-01-08,19,2,11219,1,0,0
2021-01-09,11,2,2768,0,b,1
2021-01-10,8,2,7096,0,c,0
2021-01-11,11,5,6185,0,a,1
2021-01-12,4,2,12855,1,c,0
2021-01-13,17,2,11494,1,a,1
2021-01-14,7,5,15460,0,0,1
2021-01-15,8,6,2169,0,b,1
2021-01-16,3,3,7590,1,c,1
2021-01-17,2,7,17770,1,b,1
2021-01-18,15,6,19814,1,0,1
2021-01-19,5,1,18789,1,a,1
2021-01-20,1,5,1123,1,c,0
2021-01-21,4,5,16626,0,a,0
2021-01-22,15,2,6909,1,a,0
2021-01-23,19,2,4896,1,0,1
2021-01-24,3,7,9066,0,a,1
2021-01-25,11,1,10373,1,0,0
2021-01-26,17,2,18111,1,a,1
2021-01-27,13,4,8039,0,a,0
2021-01-28,11,2,13076,1,c,1
2021-01-29,2,2,4670,0,0,0
2021-01-30,9,4,18525,1,b,1
2021-01-31,2,1,11567,1,b,1
2021-02-01,9,4,16029,0,b,1
2021-02-02,9,5,16793,1,c,1
2021-02-03,8,4,9550,1,c,1
2021-02-04,17,3,16338,0,a,1
2021-02-05,1,5,19595,1,a,0
2021-02-06,11,2,1972,1,b,0
2021-02-07,8,7,1360,1,a,0
2021-02-08,10,5,3632,1,a,1
2021-02-09,7,1,4190,1,c,0
2021-02-10,3,1,5948,0,b,1
2021-02-11,3,4,16346,1,0,0
2021-02-12,18,5,16554,1,b,0
2021-02-13,5,2,19008,0,c,0
2021-02-14,12,1,13120,0,b,1
2021-02-15,12,6,19140,0,0,1
2021-02-16,19,2,8818,0,a,0
2021-02-17,6,6,6119,1,b,1
2021-02-18,2,3,13953,1,c,0
2021-02-19,12,6,15900,1,c,1
2021-02-20,19,1,1975,1,b,0
2021-02-21,5,4,17265,1,a,1
2021-02-22,12,3,5318,1,a,0
2021-02-23,17,5,3313,1,c,1
2021-02-24,17,2,18171,0,c,1
2021-02-25,10,1,19812,1,0,0
2021-02-26,17,3,9747,0,a,1
2021-02-27,15,3,11301,0,b,1
2021-02-28,12,1,16048,0,c,1
2021-03-01,16,5,14134,1,c,1
2021-03-02,19,5,7664,1,c,1
2021-03-03,8,4,14382,0,c,1
2021-03-04,17,7,11841,1,a,1
2021-03-05,5,6,13427,1,c,1
2021-03-06,16,5,8483,0,a,1
2021-03-07,6,4,2363,0,0,0
2021-03-08,8,6,4959,1,0,1
2021-03-09,18,3,2749,0,b,1
2021-03-10,12,1,1540,0,c,0
2021-03-11,15,5,8634,0,b,1
2021-03-12,9,4,11614,1,a,1
2021-03-13,13,3,11282,1,b,1
2021-03-14,15,5,4958,0,b,1
2021-03-15,10,2,16412,0,c,0
2021-03-16,16,7,4859,1,a,1
2021-03-17,7,3,9050,1,a,1
2021-03-18,17,5,19041,1,c,0
2021-03-19,7,3,7185,1,a,0
2021-03-20,14,1,18423,1,0,0
2021-03-21,15,1,19500,1,c,1
2021-03-22,7,7,15388,0,c,0
2021-03-23,9,1,9876,0,c,1
2021-03-24,19,6,5018,0,0,0
2021-03-25,16,2,10989,1,a,0
2021-03-26,8,1,19208,0,0,1
2021-03-27,18,2,9452,0,0,0
2021-03-28,18,1,4571,0,0,1
2021-03-29,7,6,10680,0,b,0
2021-03-30,3,3,15318,0,a,0
2021-03-31,18,5,17738,0,a,1
2021-04-01,10,5,6029,0,c,1
2021-04-02,7,1,16668,1,c,0
2021-04-03,17,5,3774,0,b,1
2021-04-04,14,1,17972,0,0,0
2021-04-05,3,1,15048,1,c,1
2021-04-06,12,7,1604,0,a,0
2021-04-07,13,4,11420,1,c,1
2021-04-08,2,4,9365,0,0,0
2021-04-09,3,7,15689,1,b,0
2021-04-10,5,4,17737,0,0,0
2021-04-11,11,2,17014,0,c,0
2021-04-12,8,4,1433,0,b,1
2021-04-13,12,1,12144,0,b,1
2021-04-14,7,6,1867,0,0,1
2021-04-15,15,6,15340,1,c,0
2021-04-16,17,3,12837,0,0,0
2021-04-17,4,4,15291,1,c,0
2021-04-18,13,6,9787,0,c,1
2021-04-19,18,4,1393,0,a,1
2021-04-20,1,3,13056,0,b,1
2021-04-21,16,6,11392,1,c,1
2021-04-22,13,1,13189,1,0,0
2021-04-23,10,2,14141,1,0,0
2021-04-24,12,7,12621,1,a,0
2021-04-25,2,7,19510,1,a,0
2021-04-26,3,7,9330,0,a,1
2021-04-27,10,4,4960,0,b,0
2021-04-28,2,6,1663,1,a,1
2021-04-29,13,6,15533,1,b,1
2021-04-30,13,3,15491,0,a,0
2021-05-01,18,1,10265,0,b,1
2021-05-02,3,5,5574,1,c,1
2021-05-03,7,6,6546,1,a,0
2021-05-04,14,2,1185,0,b,1
2021-05-05,17,3,19364,1,c,0
2021-05-06,12,6,8808,0,a,1
2021-05-07,16,6,1829,1,c,1
2021-05-08,12,3,14560,1,a,1
2021-05-09,15,3,12520,0,0,1
2021-05-10,10,4,12540,0,b,1
2021-05-11,7,6,11677,1,0,0
2021-05-12,5,5,13803,0,b,1
2021-05-13,1,2,14888,1,0,1
2021-05-14,17,1,14234,1,a,1
2021-05-15,3,1,2225,0,0,1
2021-05-16,13,5,6774,0,a,0
2021-05-17,14,3,14043,0,b,1
2021-05-18,18,3,17163,1,a,1
2021-05-19,4,3,3844,0,0,1
2021-05-20,18,6,8347,0,c,0
2021-05-21,5,3,4996,0,b,1
2021-05-22,16,3,10690,1,c,1
2021-05-23,1,6,2688,0,c,1
2021-05-24,14,6,15287,0,c,0
2021-05-25,15,5,19831,0,c,1
2021-05-26,9,4,18251,0,c,1
2021-05-27,15,6,13504,1,0,1
2021-05-28,17,2,7952,1,a,0
2021-05-29,4,3,12716,1,a,1
2021-05-30,12,4,16763,1,c,1
2021-05-31,5,1,7084,0,0,1
2021-06-01,5,5,14219,1,c,1
2021-06-02,11,4,11204,0,c,0
2021-06-03,6,6,17097,1,b,0
2021-06-04,7,3,5049,0,0,0
2021-06-05,14,3,4457,0,c,1
2021-06-06,11,3,18632,0,a,0
2021-06-07,13,4,18551,1,b,1
2021-06-08,2,3,4490,1,c,1
2021-06-09,7,6,16470,1,c,1
2021-06-10,4,4,17189,0,c,0
2021-06-11,8,3,14162,1,0,0
2021-06-12,19,1,19281,0,c,1
2021-06-13,13,1,12728,1,a,1
2021-06-14,14,2,19563,1,b,0
2021-06-15,10,3,13912,1,0,0
2021-06-16,11,3,6955,1,b,1
2021-06-17,2,4,11162,1,a,0
2021-06-18,9,4,3720,0,c,1
2021-06-19,17,7,11573,1,0,0
2021-06-20,3,3,19327,1,c,0
2021-06-21,6,2,12338,1,0,0
2021-06-22,5,3,12675,0,c,1
2021-06-23,5,6,15371,1,a,1
2021-06-24,15,4,14936,1,a,1
2021-06-25,17,3,11019,0,c,1
2021-06-26,9,4,9414,1,a,0
2021-06-27,3,3,2746,0,c,1
2021-06-28,17,5,17913,0,0,0
2021-06-29,10,4,9325,1,a,1
2021-06-30,3,2,12995,0,0,1
2021-07-01,18,5,5486,1,c,1
2021-07-02,18,6,17485,0,0,0
2021-07-03,17,3,15328,1,b,0
2021-07-04,3,7,19929,0,c,0
2021-07-05,3,6,19942,0,a,1
2021-07-06,6,4,12233,0,a,1
2021-07-07,13,5,18332,1,b,0
2021-07-08,15,6,10760,0,c,0
2021-07-09,9,2,16702,1,c,0
2021-07-10,4,7,19437,1,c,0
2021-07-11,14,4,1193,0,c,1
2021-07-12,5,5,12612,1,0,1
2021-07-13,2,6,9229,1,c,1
2021-07-14,11,5,5566,0,0,1
2021-07-15,9,5,7595,1,0,1
2021-07-16,3,6,6609,1,a,0
2021-07-17,9,1,6108,0,c,0
2021-07-18,3,3,2783,0,0,1
2021-07-19,2,4,11158,0,c,0
2021-07-20,12,4,6831,0,b,1
2021-07-21,10,7,1041,1,0,1
2021-07-22,9,7,12186,1,a,0
2021-07-23,15,7,12561,1,c,0
2021-07-24,8,4,18445,0,a,1
2021-07-25,5,5,10868,1,0,1
2021-07-26,11,7,4689,0,0,0
2021-07-27,2,6,8595,1,a,0
2021-07-28,15,3,15687,0,c,1
2021-07-29,6,2,1325,1,0,0
2021-07-30,8,4,2120,1,b,1
2021-07-31,5,6,17491,0,a,1
2021-08-01,16,3,11870,1,0,0
2021-08-02,18,3,7294,1,c,0
2021-08-03,6,1,6193,1,0,1
2021-08-04,5,6,16213,1,c,0
2021-08-05,16,4,16611,0,c,0
2021-08-06,13,7,15230,1,0,0
2021-08-07,5,5,19423,0,b,0
2021-08-08,13,7,18187,0,c,0
2021-08-09,17,3,11040,0,a,1
2021-08-10,18,3,1766,1,c,0
2021-08-11,8,2,14696,0,c,0
2021-08-12,13,7,4527,0,b,0
2021-08-13,19,1,19690,0,c,1
2021-08-14,3,3,12021,1,0,1
2021-08-15,8,3,18872,1,b,1
2021-08-16,2,5,5129,0,c,0
2021-08-17,8,5,12758,0,0,1
2021-08-18,13,2,19757,1,0,0
2021-08-19,13,6,15312,0,c,0
2021-08-20,1,2,12804,1,a,1
2021-08-21,6,2,14777,0,a,1
2021-08-22,19,5,11983,1,c,1
2021-08-23,16,7,7990,1,c,1
2021-08-24,8,7,4983,1,0,0
2021-08-25,1,7,4768,0,c,1
2021-08-26,16,6,2504,0,c,0
2021-08-27,9,5,3450,1,0,1
2021-08-28,13,1,12236,1,c,1
2021-08-29,11,4,19417,0,c,1
2021-08-30,13,4,9002,1,c,0
2021-08-31,10,1,10891,0,0,1
2021-09-01,4,7,7019,1,c,0
2021-09-02,6,4,14898,1,a,0
2021-09-03,7,6,11472,0,c,0
2021-09-04,5,5,16264,0,a,0
2021-09-05,11,4,18691,1,c,0
2021-09-06,13,6,11719,0,0,0
2021-09-07,19,5,1975,1,a,0
2021-09-08,10,6,11248,0,c,0
2021-09-09,10,1,14002,1,c,0
2021-09-10,11,2,15213,0,c,1
2021-09-11,7,1,11618,0,c,1
2021-09-12,18,4,11620,1,0,1
2021-09-13,4,5,4733,1,b,0
2021-09-14,2,6,9551,1,a,0
2021-09-15,14,4,3223,1,c,1
2021-09-16,13,4,17868,1,0,1
2021-09-17,12,2,2428,1,b,0
2021-09-18,7,7,3080,0,0,1
2021-09-19,2,4,14776,1,c,0
2021-09-20,13,2,1695,1,b,1
2021-09-21,14,5,1201,1,a,0
2021-09-22,17,5,13049,1,a,0
2021-09-23,9,6,16628,0,0,0
2021-09-24,17,7,9265,1,a,0
2021-09-25,8,2,13460,1,a,1
2021-09-26,2,1,4477,0,b,0
2021-09-27,13,5,3202,0,a,0
2021-09-28,3,7,16542,1,b,1
2021-09-29,16,6,15624,0,b,1
2021-09-30,6,1,9449,1,b,1
2021-10-01,19,5,12850,0,a,0
2021-10-02,7,5,7317,0,0,0
2021-10-03,10,6,6350,0,0,1
2021-10-04,9,6,3806,0,a,1
2021-10-05,2,3,8163,0,b,1
2021-10-06,15,4,1185,1,a,0
2021-10-07,5,4,9070,1,c,1
2021-10-08,4,1,12545,0,0,1
2021-10-09,4,4,19458,0,b,0
2021-10-10,18,1,17006,0,a,0
2021-10-11,4,7,1201,1,b,0
2021-10-12,17,5,12284,1,c,1
2021-10-13,12,3,6710,1,b,0
2021-10-14,17,3,16698,0,c,0
2021-10-15,10,5,3102,1,0,1
2021-10-16,1,6,10102,0,b,0
2021-10-17,18,2,2571,0,a,1
2021-10-18,18,2,6125,0,b,1
2021-10-19,14,4,7697,0,b,0
2021-10-20,15,6,19543,1,c,1
2021-10-21,12,1,15034,1,c,1
2021-10-22,4,7,2329,0,a,1
2021-10-23,3,3,9652,0,0,0
2021-10-24,12,4,4699,0,0,1
2021-10-25,7,5,7027,0,c,1
