id_cliente,renda_mensal,idade,score_credito,tempo_emprego,num_cartoes,percentual_comprometido,pagamentos_atraso,valor_divida,risco_credito
463,15174.85,72,368,12.4,0,0.44,3,22451.75,0
464,12084.01,38,745,21.1,7,0.47,1,7583.57,0
465,19281.28,73,687,8.6,0,0.45,1,33896.5,0
466,8122.54,21,385,35.4,3,0.9,1,36413.49,0
467,6428.53,48,526,3.4,9,0.09,6,18084.62,0
468,17503.38,61,483,17.8,5,0.78,3,39237.33,0
469,5248.32,48,621,34.0,6,0.84,3,11995.33,0
470,19301.23,40,617,24.6,9,0.94,0,34595.19,0
471,1230.94,71,698,11.7,3,0.45,3,36498.23,0
472,19427.7,70,592,16.8,7,0.5,5,48432.87,0
473,1820.04,37,592,28.3,7,0.96,1,11616.08,0
474,17931.72,32,784,38.9,8,0.46,3,4685.52,0
475,11026.32,40,746,35.7,5,0.5,6,13151.77,0
476,19866.33,45,711,13.7,3,0.33,8,6143.11,0
477,2402.13,33,807,39.9,1,0.03,1,8484.72,1
478,11523.23,54,543,0.1,6,0.43,7,16705.73,0
479,19416.75,38,719,1.1,9,0.66,5,20699.54,0
480,10938.86,32,453,33.0,2,0.69,7,45186.21,0
481,12958.57,34,723,8.0,2,0.01,1,9780.79,1
482,14219.23,67,572,2.4,2,0.8,0,48587.95,0
483,9636.28,54,819,9.5,3,0.49,6,40507.66,0
484,12923.6,30,427,17.0,1,0.52,8,44073.57,0
485,12101.97,36,672,29.2,4,0.96,8,46472.2,0
486,18122.0,47,458,25.0,2,0.28,1,37662.06,0
487,1863.48,62,475,9.5,9,0.76,3,39438.99,0
488,6338.3,35,510,20.1,4,0.57,0,21890.91,0
489,19057.82,31,746,37.0,6,0.7,6,25522.51,0
490,17915.01,53,466,32.6,8,0.42,1,46624.27,0
491,9657.48,53,759,12.9,1,0.28,3,18912.8,0
492,12782.52,37,656,39.3,8,0.55,1,2097.35,0
493,6270.24,69,603,28.3,9,0.37,0,38137.72,1
494,4574.3,36,532,2.5,5,0.22,6,28657.88,0
495,9810.27,62,626,1.4,5,0.84,5,40743.8,0
496,7713.69,61,481,6.7,2,0.48,1,3777.56,0
497,12089.47,24,633,29.1,9,0.85,3,31061.6,0
498,2476.96,74,328,7.3,8,0.47,2,12385.29,0
499,19513.5,61,392,20.5,3,0.56,2,45163.43,0
500,19738.0,70,629,3.7,4,1.0,2,5495.5,0
501,14265.07,21,483,36.8,2,0.95,3,42153.46,0
502,11185.83,51,394,13.8,4,0.27,0,4427.71,0
503,6881.02,19,652,36.3,7,0.87,0,1254.87,0
504,16462.11,22,564,37.8,7,0.39,6,11752.97,0
505,14009.89,72,318,0.2,7,0.07,4,16652.23,0
506,4089.72,27,798,18.6,5,0.58,2,31326.44,0
507,18307.62,49,438,1.0,0,0.98,8,6586.23,0
508,16628.21,59,824,36.3,9,0.97,4,21866.5,0
509,19046.2,58,554,20.7,5,0.13,9,10213.18,0
510,14788.67,30,384,3.0,9,0.77,2,42765.17,0
511,12654.89,56,757,4.4,6,0.8,8,2248.33,0
512,8946.62,22,831,15.3,8,0.37,0,17796.89,1
513,18721.84,27,391,37.6,7,0.66,8,31568.7,0
514,17455.21,27,368,27.7,7,0.49,4,45654.41,0
515,1859.15,55,336,34.7,6,0.23,5,43399.67,0
516,1500.97,44,439,14.7,1,0.76,1,44759.6,0
517,8152.8,68,477,1.7,0,0.26,7,3142.66,0
518,16400.51,38,436,39.0,1,0.34,2,42046.16,0
519,19758.25,25,489,0.7,5,0.19,0,38995.63,0
520,3857.92,18,641,37.9,1,0.72,6,45121.58,0
521,12288.48,45,304,14.7,9,0.46,2,15578.81,0
522,8236.93,66,556,0.4,3,0.44,3,45588.26,0
523,19428.37,56,542,27.6,9,0.6,4,20132.05,0
524,17000.26,31,714,39.2,2,0.16,0,31704.98,1
525,16928.25,38,642,38.6,5,0.9,8,21208.95,0
526,9905.17,47,678,6.4,7,0.47,6,21382.42,0
527,8881.57,38,445,7.2,5,0.37,1,27331.85,0
528,6194.73,66,622,22.6,1,0.13,0,17796.34,1
529,2071.13,26,421,25.5,4,0.17,1,39636.85,0
530,17429.73,34,551,29.6,5,0.92,2,31681.94,0
531,16445.12,22,610,7.2,8,0.46,2,34487.79,0
532,19994.64,74,774,38.4,5,0.72,7,11551.74,0
533,19936.1,48,791,25.5,9,0.08,4,48478.76,0
534,11553.2,69,646,33.9,4,0.64,8,33008.8,0
535,15610.76,57,786,21.6,0,0.92,2,9859.79,0
536,18950.55,55,772,16.6,9,0.3,5,37524.51,0
537,17143.3,60,681,39.1,4,0.58,3,8685.71,0
538,5699.61,36,579,23.3,4,0.94,7,3169.24,0
539,9560.34,53,371,34.7,5,0.72,0,26377.67,0
540,3454.03,67,820,38.1,6,0.06,3,27676.2,0
541,19126.97,50,665,27.0,3,0.38,6,9448.28,0
542,12517.32,30,393,22.0,6,0.09,8,17418.95,0
543,5344.21,31,672,0.1,4,0.86,0,47288.46,0
544,13762.31,73,638,1.6,5,0.62,7,14250.16,0
545,12744.44,50,736,8.0,3,0.96,1,7778.4,0
546,7805.09,46,635,7.4,7,0.02,3,49628.1,0
547,3157.59,60,791,10.2,8,0.42,3,15115.28,0
548,13759.89,66,339,12.2,1,0.1,7,34012.68,0
549,10885.85,53,658,14.4,3,0.35,1,11578.01,1
550,15674.05,61,553,16.8,7,0.16,6,27506.06,0
551,10883.11,27,697,4.0,7,0.33,2,19314.1,1
552,17191.45,48,469,1.7,8,0.82,8,48078.96,0
553,11486.23,23,810,27.0,2,0.16,4,21640.29,0
554,11657.82,74,559,21.5,0,0.47,7,29208.71,0
555,17656.42,18,758,17.8,8,0.92,4,47238.31,0
556,8666.17,24,828,25.4,0,1.0,0,49461.71,0
557,3546.29,44,640,33.1,2,0.25,8,5082.92,0
558,1546.87,38,356,17.1,2,0.94,9,41716.04,0
559,15347.61,45,517,25.6,8,0.26,6,19105.82,0
560,12785.88,33,763,38.1,0,0.41,3,29741.44,0
561,14377.52,73,546,33.6,6,0.88,6,18752.4,0
562,5046.32,63,672,17.0,1,0.79,4,20055.81,0
563,3591.06,40,716,25.8,6,0.86,9,7942.88,0
564,1276.35,69,330,7.1,0,0.8,8,28638.32,0
565,7661.16,37,667,22.4,9,0.24,1,27335.8,1
566,12208.44,55,407,39.3,9,0.56,3,9467.79,0
567,8452.64,71,717,20.7,7,0.39,5,27086.52,0
568,9312.02,42,697,37.1,9,0.46,4,48655.09,0
569,18179.02,45,571,16.3,9,0.15,0,35720.43,0
570,7616.85,22,415,40.0,1,0.32,8,24049.13,0
571,10765.8,73,555,23.2,2,0.86,8,45804.2,0
572,15889.41,38,380,1.7,7,0.9,2,28765.72,0
573,8534.31,35,427,23.5,2,0.61,3,6752.4,0
574,12819.65,64,534,11.0,0,0.5,3,27375.48,0
575,17384.91,23,480,1.3,8,0.71,9,9048.66,0
576,19040.89,74,456,32.8,7,0.61,7,38375.24,0
577,3794.4,46,753,11.0,3,0.98,5,48358.71,0
578,18605.16,36,323,31.9,7,0.19,1,18040.93,0
579,10350.21,50,772,11.5,4,0.45,3,21745.89,0
580,5906.64,18,699,7.8,2,0.92,0,21074.82,0
581,9723.58,62,433,39.0,0,0.91,2,14265.0,0
582,19620.62,20,720,14.5,9,0.5,3,39709.0,0
583,10359.74,59,512,24.1,4,0.13,7,30886.42,0
584,7246.28,38,781,24.4,5,0.81,2,3202.58,0
585,13034.62,52,647,22.4,3,0.59,4,41940.32,0
586,5562.77,58,465,36.6,6,0.77,0,9354.41,0
587,2441.4,57,647,27.0,2,0.46,3,48957.56,0
588,3448.71,20,697,16.1,6,0.2,1,18833.16,1
589,3432.87,42,734,34.5,0,0.02,3,30822.48,0
590,3886.15,62,520,7.2,6,0.56,4,3891.18,0
591,3637.72,55,607,21.8,0,0.16,2,17233.16,1
592,13176.62,62,765,38.0,0,0.19,5,40117.7,0
593,4455.72,72,398,25.0,1,0.44,1,23860.42,0
594,7567.68,37,541,32.7,1,0.44,4,45230.17,0
595,18038.98,69,457,26.1,3,0.27,3,28756.92,0
596,10005.27,61,526,33.6,0,0.13,4,46428.61,0
597,13683.6,62,722,37.8,3,0.94,8,49130.5,0
598,4274.08,51,371,10.9,1,0.13,5,22694.73,0
599,4653.49,38,542,6.8,3,0.35,6,28257.83,0
600,1776.5,73,829,19.4,3,0.3,7,41746.03,0
601,4209.77,72,344,28.1,8,0.87,8,11076.65,0
602,6293.22,65,771,9.1,8,0.41,4,43081.48,0
603,4363.2,40,670,0.2,0,0.12,7,29596.01,0
604,2685.35,23,391,13.7,4,0.01,1,36275.01,0
605,3292.08,68,321,38.8,6,0.72,9,3992.7,0
606,9754.8,70,471,27.8,3,0.71,8,38309.38,0
607,4920.34,30,491,16.1,4,0.42,1,15539.35,0
608,7921.13,66,376,7.7,1,0.13,4,40261.61,0
609,10564.93,40,580,14.2,2,0.37,5,25457.63,0
610,14117.5,26,663,6.8,6,0.59,3,13730.72,0
611,1746.93,34,478,4.3,9,0.7,7,47637.98,0
612,16188.8,19,537,36.3,6,0.08,9,38253.12,0
613,12930.11,36,434,39.9,3,0.56,2,49284.3,0
614,2553.42,36,579,6.6,0,0.28,4,18223.49,0
615,17597.99,73,318,2.2,0,0.62,1,32460.98,0
616,18496.58,24,670,13.2,3,0.65,2,30579.43,0
617,2160.48,71,411,18.5,3,0.91,7,34377.84,0
618,6260.68,59,520,8.2,5,0.41,4,1915.83,0
619,16317.82,59,603,12.1,6,0.54,2,14585.97,0
620,15216.93,37,624,8.0,8,0.27,4,45466.88,0
621,4505.9,26,736,31.0,8,0.29,8,21191.0,0
622,4977.64,34,737,28.5,9,0.05,2,48032.18,1
623,8038.97,44,469,25.4,4,0.29,9,10675.16,0
624,10205.94,64,674,15.5,9,0.06,6,49871.2,0
625,12746.84,19,680,36.4,2,0.96,7,34879.05,0
626,8009.36,53,313,38.8,2,0.62,4,38819.67,0
627,9788.16,36,799,6.9,5,0.17,2,19843.06,1
628,15201.95,34,690,8.9,0,0.12,5,45350.41,0
629,1696.98,22,848,21.0,6,0.37,2,27273.15,1
630,5796.3,56,829,3.7,2,0.31,8,34046.92,0
631,14553.64,35,791,17.5,4,0.28,1,4740.41,1
632,18008.93,70,849,23.3,6,0.47,2,31584.04,0
633,10721.87,71,684,20.9,6,0.91,6,43953.95,0
634,11110.16,24,495,13.2,8,0.57,9,8914.16,0
635,3036.27,34,599,21.7,0,0.52,7,36886.3,0
636,9500.83,56,846,38.4,2,0.81,4,1270.04,0
637,11119.73,53,607,8.2,8,0.0,4,46310.15,0
638,5606.94,57,551,26.2,7,0.2,4,49145.86,0
639,6115.62,62,307,1.7,1,0.5,3,17709.0,0
640,8168.4,21,507,2.7,7,0.71,8,5353.69,0
641,1381.35,55,430,22.1,7,0.49,5,32928.82,0
642,7119.5,42,325,4.2,1,0.16,7,1491.73,0
643,5017.51,22,753,0.9,7,0.93,7,24124.31,0
644,7222.45,47,485,6.9,2,0.33,4,13588.96,0
645,3275.48,29,783,22.6,6,0.79,8,23666.95,0
646,17920.02,21,350,28.1,8,0.89,1,913.78,0
647,12278.26,41,304,8.1,3,0.35,7,2580.61,0
648,13902.94,46,459,26.7,5,0.85,2,798.79,0
649,15994.25,26,507,7.3,8,0.71,6,30956.59,0
650,10470.4,21,556,24.5,4,0.9,8,28004.65,0
651,2651.49,68,504,16.5,0,0.25,4,11657.9,0
652,11205.02,41,310,26.2,2,0.93,7,32332.16,0
653,12149.98,31,307,39.8,8,0.07,3,44210.36,0
654,15163.35,22,708,37.5,2,0.79,0,13866.11,0
655,9201.53,35,331,0.2,9,0.44,0,41599.69,0
656,3424.03,59,839,35.4,1,0.18,5,33125.46,0
657,6391.74,74,686,2.7,3,0.08,7,1691.02,0
658,7898.56,36,527,38.1,4,0.39,9,18757.49,0
659,13272.43,29,774,11.3,6,0.39,1,25387.86,1
660,11844.79,35,506,15.3,6,0.23,3,36584.96,0
661,7765.84,34,617,3.7,8,0.22,2,14356.53,1
662,19743.79,47,647,4.5,7,0.4,8,49136.51,0
663,12509.72,41,533,29.1,1,0.41,2,34226.99,0
664,5507.31,28,343,37.8,7,0.44,7,18640.68,0
665,2933.87,52,441,24.4,7,0.87,6,4851.25,0
666,3904.32,40,475,28.6,4,0.61,0,9068.39,0
667,5673.2,34,748,30.5,2,0.02,7,24380.39,0
668,4052.95,18,381,10.5,8,0.52,8,24734.77,0
669,4544.77,32,434,1.8,6,0.76,7,38385.94,0
670,6416.81,49,476,0.1,0,0.06,9,36308.83,0
671,4294.1,26,682,14.0,7,0.42,9,10063.65,0
672,18038.54,32,542,9.7,9,0.45,0,29747.83,0
673,2524.44,45,440,2.5,4,0.95,6,1031.09,0
674,10965.72,41,756,7.2,5,0.48,8,19927.37,0
675,8797.54,52,739,5.0,8,0.75,4,38205.26,0
676,19665.19,39,355,36.6,9,0.3,1,19975.43,0
677,3128.74,44,826,5.6,7,0.78,7,41779.81,0
678,8559.26,36,718,21.5,2,0.32,8,48807.76,0
679,19419.94,62,387,23.7,4,0.43,6,30360.63,0
680,17444.64,29,307,21.7,3,0.48,4,7250.2,0
681,16524.37,37,776,4.0,0,0.93,7,18983.86,0
682,5900.15,18,514,12.8,4,0.05,5,474.17,0
683,4246.86,38,796,2.1,9,0.2,3,30136.3,0
684,13704.22,66,802,15.8,6,0.71,0,41078.43,0
685,18658.14,62,544,7.5,0,0.58,5,31497.0,0
686,11578.49,18,777,22.5,3,0.25,7,39304.31,0
687,11860.64,27,608,27.7,5,0.29,2,39995.2,1
688,6319.6,64,530,21.3,8,0.37,6,42550.63,0
689,15620.37,49,682,17.4,7,0.45,6,13333.19,0
690,4553.83,56,454,15.5,1,0.82,8,43563.43,0
691,7149.91,39,474,33.7,2,0.01,0,32704.7,0
692,9083.29,35,414,8.8,9,0.9,4,14486.28,0
693,10644.6,65,689,29.4,4,0.41,7,49364.74,0
694,5605.78,63,610,30.3,6,0.23,2,47509.12,1
695,3181.9,49,599,16.8,2,0.51,4,28722.05,0
696,12601.78,44,317,11.9,6,0.66,0,42160.42,0
697,6483.98,45,311,18.8,4,0.04,8,13074.72,0
698,12043.53,35,703,3.7,9,0.72,3,20801.85,0
699,3932.89,56,531,1.8,5,0.76,4,9198.59,0
700,10141.66,66,577,4.5,5,0.17,2,26005.13,0
701,11119.2,46,652,7.5,3,0.17,1,24800.07,1
702,1984.65,35,602,20.2,7,0.2,6,10640.66,0
703,7395.48,61,840,34.0,8,0.8,4,33640.08,0
704,3553.88,25,769,9.4,1,0.27,9,5889.51,0
705,2204.12,71,376,37.4,8,0.8,2,3084.57,0
706,19809.24,48,820,38.2,3,0.54,1,19245.25,0
707,7124.72,51,323,38.4,5,0.77,9,20491.24,0
708,16387.61,24,314,33.5,6,0.55,5,15987.03,0
709,5838.17,53,824,14.6,3,0.34,9,12897.33,0
710,13948.55,35,646,2.9,7,0.91,5,16938.82,0
711,15444.33,55,471,22.8,9,0.72,2,8168.78,0
712,12317.14,26,626,22.3,7,0.48,8,20172.62,0
713,9959.95,26,784,34.0,0,0.64,0,45230.17,0
714,8824.98,63,788,39.8,7,0.62,2,11221.34,0
715,7628.5,25,761,20.3,9,0.36,0,34222.56,1
716,18661.05,68,677,13.8,2,0.42,6,7089.23,0
717,16781.77,52,463,7.4,4,0.32,1,17695.33,0
718,19335.51,35,671,0.2,9,1.0,3,16058.74,0
719,3361.65,22,723,20.4,7,0.58,3,46851.47,0
720,14886.48,31,776,22.2,5,0.09,7,21399.1,0
721,18828.47,45,681,33.0,3,0.52,3,34523.3,0
722,4443.43,47,454,20.2,3,0.05,2,30123.14,0
723,2263.43,21,556,36.7,3,0.29,9,7051.5,0
724,15081.29,56,367,25.1,5,0.45,2,46977.02,0
725,11914.99,37,643,33.6,6,0.53,4,17293.46,0
726,16994.75,42,576,5.9,4,0.98,5,2237.92,0
727,3655.68,45,690,34.2,9,0.98,6,15022.19,0
728,16110.08,29,748,27.0,7,0.1,4,16781.69,0
729,4830.92,19,558,6.8,6,0.54,6,4637.27,0
730,4109.46,60,606,7.6,7,0.82,3,30998.87,0
731,4121.05,31,394,37.1,3,0.24,4,17338.21,0
732,16476.92,39,763,1.3,7,0.75,5,31456.73,0
733,13638.75,48,545,18.5,5,0.88,8,337.03,0
734,10938.24,40,486,12.5,2,0.66,5,49102.42,0
735,7817.78,65,672,26.6,7,0.33,9,8525.82,0
736,17666.81,37,705,33.6,6,0.92,0,32966.55,0
737,8456.46,55,707,14.4,9,0.88,6,35789.22,0
738,16515.39,72,424,17.1,4,0.72,2,8580.42,0
739,9343.56,21,636,39.3,3,0.36,5,5585.61,0
740,8161.94,32,640,31.4,0,0.79,1,7628.86,0
741,9790.92,41,477,35.9,9,0.32,6,12340.91,0
742,6726.18,42,469,17.6,2,0.25,0,8411.61,0
743,15204.58,18,338,9.4,1,0.52,1,33699.97,0
744,10551.69,24,368,16.5,7,1.0,8,21041.66,0
745,5412.04,74,535,28.6,7,0.8,8,26889.58,0
746,18091.92,48,680,4.4,4,0.73,6,2366.84,0
747,8293.93,29,356,10.8,4,0.45,1,43062.45,0
748,11327.5,59,576,1.9,3,0.31,4,8528.58,0
749,18222.97,22,398,17.3,0,0.86,3,18007.62,0
750,12860.52,61,826,33.1,0,0.57,1,3595.08,0
751,3221.06,67,624,1.0,5,0.81,1,6839.66,0
752,18856.81,59,760,27.0,3,0.49,9,33289.97,0
753,12926.45,55,478,37.3,3,0.75,7,34629.35,0
754,7363.21,29,418,9.5,2,0.87,4,33848.27,0
755,3646.17,56,768,27.7,8,0.39,7,27606.84,0
756,16086.48,35,848,39.0,2,0.01,1,47626.08,1
757,12781.38,19,754,38.5,7,0.25,1,25358.86,1
758,11135.76,27,325,9.4,1,0.91,2,22470.6,0
759,17983.96,32,789,4.0,3,0.69,9,12377.28,0
760,15983.35,47,307,5.9,0,0.74,7,4942.48,0
761,3881.82,61,815,28.1,4,0.33,7,27407.75,0
762,6922.72,34,832,29.0,1,0.7,2,15744.51,0
763,5721.29,21,448,27.0,0,0.65,0,26201.27,0
764,15134.98,24,787,13.4,0,0.18,6,10305.95,0
765,1637.12,58,324,6.8,1,0.97,3,41908.63,0
766,11827.9,48,724,23.2,4,0.35,2,49984.86,1
767,15486.72,68,592,19.3,8,0.33,4,16120.18,0
768,17658.55,72,484,29.2,5,0.37,5,42116.38,0
769,7499.55,56,730,17.7,3,0.09,0,43649.31,1
770,16603.89,72,616,13.5,2,0.62,8,49803.69,0
771,3102.0,51,697,11.7,7,0.24,5,17136.01,0
772,17082.59,23,623,8.5,2,0.8,2,37802.07,0
773,3422.28,67,845,10.6,0,0.39,0,11440.45,1
774,8548.46,55,375,3.8,3,0.46,8,31239.8,0
775,16148.61,62,785,13.9,4,0.65,1,35242.13,0
776,3848.43,68,387,1.5,4,0.76,9,37056.03,0
777,5355.78,51,531,7.5,4,0.23,5,10358.61,0
778,14722.8,61,306,29.9,7,0.97,5,42436.28,0
779,14680.69,32,849,13.0,7,0.62,2,21048.59,0
780,13181.81,31,351,26.7,3,0.01,5,10818.48,0
781,14185.02,23,695,28.7,8,0.42,1,27126.55,0
782,11311.76,67,520,23.2,0,0.44,7,43167.86,0
783,5784.18,54,727,38.3,4,0.81,0,48354.4,0
784,7568.22,67,442,0.9,4,0.31,5,37410.39,0
785,4450.36,49,662,29.5,4,0.33,0,281.14,1
786,18260.56,20,681,38.4,7,0.07,8,6735.04,0
787,12084.44,20,576,34.5,8,0.28,8,3813.7,0
788,8616.18,39,570,6.7,2,0.72,5,5060.69,0
789,9778.11,39,313,13.1,8,0.63,5,19151.75,0
790,18998.38,27,597,6.9,7,0.08,8,16924.67,0
791,3913.68,68,763,24.1,2,0.11,4,5684.25,0
792,12138.37,20,826,28.5,1,0.38,8,44111.77,0
793,10611.88,29,533,12.7,3,0.74,4,30771.38,0
794,12617.63,46,326,21.6,1,0.83,3,39823.17,0
795,1344.09,65,770,27.6,3,0.01,1,18577.47,1
796,17570.35,34,392,16.9,4,0.33,1,20511.8,0
797,18710.25,24,608,34.2,1,0.42,0,15881.06,0
798,11737.53,30,351,30.9,7,0.91,9,21921.33,0
799,14236.37,73,618,2.6,0,0.5,2,30518.86,0
800,18527.49,19,480,24.8,2,0.27,0,24649.2,0
801,14437.53,21,419,9.4,6,0.39,5,41895.85,0
802,3898.24,27,342,22.3,9,0.44,6,45006.96,0
803,11949.48,56,559,38.3,0,0.67,8,23484.19,0
804,12527.59,41,496,35.2,1,0.04,6,11987.4,0
805,9058.48,34,554,16.2,2,0.39,3,47259.62,0
806,14992.44,69,635,11.7,1,0.65,3,36751.93,0
807,18752.97,23,801,9.4,1,0.28,7,32006.35,0
808,18585.8,36,554,21.3,5,0.59,3,37270.69,0
809,9565.95,22,813,4.6,6,0.36,0,3799.09,1
810,3151.52,49,541,22.0,5,0.76,8,3381.32,0
811,19711.98,27,448,0.1,5,0.06,2,7656.03,0
812,16939.06,26,598,13.0,8,0.92,0,7372.55,0
813,3368.59,44,752,8.8,7,0.17,8,21033.52,0
814,18496.0,30,692,38.8,7,0.16,9,7870.2,0
815,17528.03,36,511,29.1,5,0.84,9,42726.28,0
816,10857.92,38,837,14.0,4,0.87,4,28904.85,0
817,12234.23,41,430,3.7,8,0.09,8,18413.09,0
818,8581.05,55,628,20.7,1,0.91,2,3481.13,0
819,2040.47,21,555,8.5,6,0.27,5,29551.39,0
820,7368.75,41,778,21.5,5,0.62,6,5826.64,0
821,16254.22,52,362,33.4,6,0.07,4,37161.01,0
822,1088.01,20,610,24.6,3,0.38,7,40137.9,0
823,7336.48,21,706,25.4,8,0.45,9,27198.81,0
824,8565.21,74,404,21.6,6,0.6,5,7480.14,0
825,11210.52,54,314,37.1,1,0.53,5,39343.14,0
826,18477.26,57,558,37.3,3,0.46,6,15391.39,0
827,7580.57,65,711,20.5,4,0.96,7,11132.66,0
828,7592.11,71,558,12.2,1,0.19,1,23527.83,0
829,15012.52,52,559,18.4,9,0.16,6,46132.31,0
830,9592.14,48,344,7.5,7,0.71,8,14868.66,0
831,5267.49,73,630,25.5,0,0.07,0,45278.93,1
832,9596.35,61,464,20.0,2,0.48,0,2682.67,0
833,3676.28,42,492,4.1,0,0.48,6,4176.19,0
834,4351.35,57,820,7.9,4,0.31,4,34928.05,0
835,10468.99,30,700,19.2,7,0.93,0,9529.63,0
836,8959.58,21,673,35.5,6,0.28,0,15831.03,1
837,18382.07,63,364,22.7,8,0.29,1,6818.65,0
838,7885.48,31,686,27.3,1,0.23,9,16612.41,0
839,12031.18,30,794,13.6,7,0.15,8,14023.0,0
840,13013.02,44,714,22.9,7,0.36,2,36816.88,1
841,1248.79,23,329,17.9,5,0.68,8,35101.17,0
842,13607.21,34,565,26.4,2,0.74,5,47746.36,0
843,4382.68,53,627,2.0,1,0.81,9,36221.08,0
844,19260.34,57,791,19.7,7,0.2,5,34740.89,0
845,3824.59,66,516,11.8,5,0.04,6,34710.19,0
846,8877.86,52,619,13.0,3,0.97,9,44148.37,0
847,2621.64,34,698,38.4,4,0.01,7,14811.84,0
848,19940.61,58,404,7.3,4,0.96,2,15004.61,0
849,10541.71,19,629,12.4,8,0.83,7,37060.69,0
850,12312.32,74,346,20.4,8,0.91,5,11435.26,0
851,2274.45,30,613,34.5,7,0.39,5,45601.0,0
852,15249.25,69,446,16.7,7,0.2,2,26739.09,0
853,4988.21,19,761,29.8,1,0.61,5,15006.25,0
854,18063.03,69,785,34.3,2,0.74,7,38805.0,0
855,4897.65,45,709,12.4,7,0.13,6,15616.03,0
856,4623.07,60,326,15.7,4,0.8,9,48163.92,0
857,1694.44,43,328,14.3,6,0.21,9,49149.46,0
858,9969.27,39,570,33.3,7,0.49,6,33339.81,0
859,11731.98,64,800,1.8,5,0.86,2,5681.69,0
860,2248.46,60,552,12.3,4,0.19,9,13160.44,0
861,15735.02,72,684,27.2,7,0.24,2,25770.85,1
862,9612.49,20,359,22.6,0,0.06,4,42572.37,0
863,10963.42,52,406,17.5,0,0.15,4,9244.32,0
864,9374.49,29,519,21.6,0,0.15,8,5220.17,0
865,8614.5,41,740,7.9,2,0.2,8,3723.87,0
866,11633.17,22,845,17.2,9,0.29,9,25348.38,0
867,3949.56,37,395,20.1,5,0.81,4,44235.05,0
868,4456.63,56,388,36.0,5,0.92,4,2117.96,0
869,17373.93,56,530,10.4,4,0.41,5,10616.08,0
870,18976.19,30,574,34.7,6,0.13,7,34662.85,0
871,8092.88,58,545,25.8,4,0.22,5,41293.17,0
872,6144.15,74,410,0.8,1,0.74,5,40369.98,0
873,13235.99,70,533,29.0,3,0.68,8,39253.4,0
874,8765.95,62,577,1.4,0,0.97,0,6489.99,0
875,1482.34,29,776,39.9,6,0.01,3,19861.88,0
876,3966.9,30,716,34.9,3,0.75,9,49237.23,0
877,14603.47,73,427,11.9,3,0.51,9,49444.38,0
878,13519.55,27,536,10.3,3,0.9,1,30121.37,0
879,1514.82,50,427,15.3,2,0.58,8,35463.36,0
880,5217.47,74,693,14.2,7,0.45,2,47564.19,0
881,5390.42,57,774,14.9,3,0.67,9,22496.39,0
882,13765.96,71,694,12.7,7,0.83,1,6843.34,0
883,1374.5,33,410,24.8,8,0.28,7,33447.44,0
884,2978.06,62,389,6.6,0,0.11,3,48005.12,0
885,16198.41,52,579,33.8,3,0.43,1,34860.3,0
886,4392.35,20,632,32.5,5,0.21,3,40166.06,0
887,13402.18,73,523,19.1,7,0.43,6,21137.44,0
888,5525.47,22,400,34.1,5,0.99,6,4823.16,0
889,2889.39,43,431,9.9,5,0.57,0,8444.1,0
890,5620.27,28,312,0.7,9,0.69,0,49132.74,0
891,14723.07,24,756,24.8,3,0.68,2,24659.22,0
892,17258.23,70,740,18.3,8,0.82,1,601.03,0
893,16774.18,73,397,22.7,6,0.94,2,47768.36,0
894,8546.49,27,419,36.0,5,0.66,3,24889.0,0
895,13693.62,59,592,38.8,0,0.48,6,41813.42,0
896,4894.7,69,300,25.4,1,0.32,1,27422.91,0
897,6569.81,51,549,30.6,5,0.36,6,5085.11,0
898,18030.38,20,448,3.4,0,0.33,4,30778.48,0
899,1247.04,25,694,6.4,4,0.32,7,49870.01,0
900,2624.66,48,343,29.3,0,0.69,7,1736.89,0
901,4949.84,28,343,17.3,2,0.59,4,42089.71,0
902,1504.11,62,377,17.8,6,0.2,9,11774.04,0
903,4447.27,24,525,12.3,4,0.97,7,19693.31,0
904,12077.79,62,461,24.3,9,0.43,8,18635.48,0
905,9007.07,19,552,7.4,0,0.57,6,44939.86,0
906,17960.76,23,431,25.1,0,0.7,5,25224.31,0
907,16531.43,58,747,7.0,7,0.61,6,22358.71,0
908,7494.53,49,773,2.6,8,0.31,6,40901.26,0
909,5929.05,37,408,13.2,6,0.8,2,2445.36,0
910,8214.16,74,334,9.2,2,0.11,5,4322.82,0
911,12215.6,51,766,35.6,5,0.57,5,1084.44,0
912,6093.21,67,574,2.2,2,0.27,8,34399.15,0
913,12858.83,33,486,7.1,9,0.62,0,26280.81,0
914,8778.82,42,542,21.9,3,0.22,6,43801.11,0
915,11488.9,29,563,19.2,3,0.77,0,24926.65,0
916,9286.4,24,821,1.8,2,0.23,9,11090.98,0
917,6594.85,56,840,0.3,9,0.89,3,40257.37,0
918,19020.61,34,386,39.5,5,0.86,6,14716.19,0
919,15508.51,62,834,26.4,4,0.36,5,46784.49,0
920,3662.15,28,509,14.6,8,0.39,5,12521.19,0
921,17500.89,23,345,18.8,8,0.7,4,8386.03,0
922,10261.19,40,766,10.7,2,0.09,6,24666.2,0
923,17996.49,44,839,13.8,8,0.08,8,2525.76,0
924,16197.25,63,325,26.0,2,0.14,5,1820.59,0
925,9079.06,23,565,35.3,3,0.56,9,24800.73,0
926,1426.92,55,474,7.4,0,0.15,6,10755.34,0
